"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_goal_achieved","HR-PPO - rollout/perc_goal_achieved__MIN","HR-PPO - rollout/perc_goal_achieved__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_goal_achieved","PPO - rollout/perc_goal_achieved__MIN","PPO - rollout/perc_goal_achieved__MAX"
"3824246","","","","","","","310","310","310","90.66543579101562","90.66543579101562","90.66543579101562"
"3825071","322","322","322","90.42424011230469","90.42424011230469","90.42424011230469","","","","","",""
"3849960","","","","","","","312","312","312","90.84051513671875","90.84051513671875","90.84051513671875"
"3854203","324","324","324","90.7068099975586","90.7068099975586","90.7068099975586","","","","","",""
"3878272","326","326","326","87.20378875732422","87.20378875732422","87.20378875732422","","","","","",""
"3881295","","","","","","","314","314","314","91.53915405273438","91.53915405273438","91.53915405273438"
"3900993","328","328","328","86.56195831298828","86.56195831298828","86.56195831298828","","","","","",""
"3910314","","","","","","","316","316","316","91.3544692993164","91.3544692993164","91.3544692993164"
"3929654","330","330","330","90.94339752197266","90.94339752197266","90.94339752197266","","","","","",""
"3932318","","","","","","","318","318","318","90.27777862548828","90.27777862548828","90.27777862548828"
"3960287","332","332","332","87.1212158203125","87.1212158203125","87.1212158203125","","","","","",""
"3964353","","","","","","","320","320","320","93.87924194335938","93.87924194335938","93.87924194335938"
"3984107","334","334","334","90.84745788574219","90.84745788574219","90.84745788574219","","","","","",""
"3996044","","","","","","","322","322","322","93.63557434082031","93.63557434082031","93.63557434082031"
"4002680","336","336","336","89.32238006591797","89.32238006591797","89.32238006591797","","","","","",""
"4022028","","","","","","","324","324","324","90.63509368896484","90.63509368896484","90.63509368896484"
"4025446","338","338","338","91.3043441772461","91.3043441772461","91.3043441772461","","","","","",""
"4047040","","","","","","","326","326","326","92.2632827758789","92.2632827758789","92.2632827758789"
"4047341","340","340","340","89.21739196777344","89.21739196777344","89.21739196777344","","","","","",""
"4075367","342","342","342","91.82561492919922","91.82561492919922","91.82561492919922","","","","","",""
"4075811","","","","","","","328","328","328","93.94551086425781","93.94551086425781","93.94551086425781"
"4102206","","","","","","","330","330","330","92.33097839355469","92.33097839355469","92.33097839355469"
"4107055","344","344","344","89.71428680419922","89.71428680419922","89.71428680419922","","","","","",""
"4127460","346","346","346","88.49056243896484","88.49056243896484","88.49056243896484","","","","","",""
"4128087","","","","","","","332","332","332","91.78228759765625","91.78228759765625","91.78228759765625"
"4155173","","","","","","","334","334","334","91.48265075683594","91.48265075683594","91.48265075683594"
"4156382","348","348","348","89.30741119384766","89.30741119384766","89.30741119384766","","","","","",""
"4174876","","","","","","","336","336","336","90.70063781738281","90.70063781738281","90.70063781738281"
"4190140","350","350","350","91.39664459228516","91.39664459228516","91.39664459228516","","","","","",""
"4203111","","","","","","","338","338","338","91.2109375","91.2109375","91.2109375"
"4214819","352","352","352","89.10162353515625","89.10162353515625","89.10162353515625","","","","","",""
"4230613","","","","","","","340","340","340","91.50849151611328","91.50849151611328","91.50849151611328"
"4236251","354","354","354","84.90230560302734","84.90230560302734","84.90230560302734","","","","","",""
"4256150","","","","","","","342","342","342","91.76863098144531","91.76863098144531","91.76863098144531"
"4260551","356","356","356","90.64417266845703","90.64417266845703","90.64417266845703","","","","","",""
"4282110","358","358","358","88.90701293945312","88.90701293945312","88.90701293945312","","","","","",""
"4284569","","","","","","","344","344","344","92.80575561523438","92.80575561523438","92.80575561523438"
"4304486","360","360","360","88.7254867553711","88.7254867553711","88.7254867553711","","","","","",""
"4310568","","","","","","","346","346","346","92.12513732910156","92.12513732910156","92.12513732910156"
"4325507","362","362","362","89.68531799316406","89.68531799316406","89.68531799316406","","","","","",""
"4337214","","","","","","","348","348","348","91.49139404296875","91.49139404296875","91.49139404296875"
"4346648","364","364","364","90.40852355957031","90.40852355957031","90.40852355957031","","","","","",""
"4363507","","","","","","","350","350","350","92.41516876220703","92.41516876220703","92.41516876220703"
"4367258","366","366","366","90.32257843017578","90.32257843017578","90.32257843017578","","","","","",""
"4382634","","","","","","","352","352","352","89.50276184082031","89.50276184082031","89.50276184082031"
"4387721","368","368","368","88.13868713378906","88.13868713378906","88.13868713378906","","","","","",""
"4406403","","","","","","","354","354","354","90.60773468017578","90.60773468017578","90.60773468017578"
"4416307","370","370","370","89.81481170654297","89.81481170654297","89.81481170654297","","","","","",""
"4436181","372","372","372","89.3854751586914","89.3854751586914","89.3854751586914","","","","","",""
"4436805","","","","","","","356","356","356","92.97152709960938","92.97152709960938","92.97152709960938"
"4460066","","","","","","","358","358","358","91.48446655273438","91.48446655273438","91.48446655273438"
"4465873","374","374","374","90.93333435058594","90.93333435058594","90.93333435058594","","","","","",""
"4482493","","","","","","","360","360","360","89.44315338134766","89.44315338134766","89.44315338134766"
"4495971","376","376","376","89.02742767333984","89.02742767333984","89.02742767333984","","","","","",""
"4501082","","","","","","","362","362","362","89.6792221069336","89.6792221069336","89.6792221069336"
"4518320","378","378","378","88.13558959960938","88.13558959960938","88.13558959960938","","","","","",""
"4528056","","","","","","","364","364","364","91.95736694335938","91.95736694335938","91.95736694335938"
"4540447","380","380","380","90.70513153076172","90.70513153076172","90.70513153076172","","","","","",""
"4547177","","","","","","","366","366","366","91.8205795288086","91.8205795288086","91.8205795288086"
"4566348","382","382","382","88.51251983642578","88.51251983642578","88.51251983642578","","","","","",""
"4574003","","","","","","","368","368","368","92.54341125488281","92.54341125488281","92.54341125488281"
"4592644","384","384","384","92.66943359375","92.66943359375","92.66943359375","","","","","",""
"4598877","","","","","","","370","370","370","90.21190643310547","90.21190643310547","90.21190643310547"
"4623300","386","386","386","89.83891296386719","89.83891296386719","89.83891296386719","","","","","",""
"4626195","","","","","","","372","372","372","90.01995849609375","90.01995849609375","90.01995849609375"
"4644534","388","388","388","88.68940734863281","88.68940734863281","88.68940734863281","","","","","",""
"4651782","","","","","","","374","374","374","91.47286987304688","91.47286987304688","91.47286987304688"
"4671101","","","","","","","376","376","376","90.42407989501953","90.42407989501953","90.42407989501953"
"4671605","390","390","390","92.86675262451172","92.86675262451172","92.86675262451172","","","","","",""
"4695045","392","392","392","92.74691009521484","92.74691009521484","92.74691009521484","","","","","",""
"4697485","","","","","","","378","378","378","89.85507202148438","89.85507202148438","89.85507202148438"
"4713654","394","394","394","89.12621307373047","89.12621307373047","89.12621307373047","","","","","",""
"4719886","","","","","","","380","380","380","90.0360107421875","90.0360107421875","90.0360107421875"
"4731008","396","396","396","85.86956787109375","85.86956787109375","85.86956787109375","","","","","",""
"4748148","","","","","","","382","382","382","92.6563949584961","92.6563949584961","92.6563949584961"
"4751864","408","408","408","86.07142639160156","86.07142639160156","86.07142639160156","","","","","",""
"4777792","410","410","410","89.7988510131836","89.7988510131836","89.7988510131836","","","","","",""
"4781246","","","","","","","384","384","384","92.25061798095703","92.25061798095703","92.25061798095703"
"4804987","412","412","412","89.45783233642578","89.45783233642578","89.45783233642578","","","","","",""
"4809641","","","","","","","386","386","386","91.93548583984375","91.93548583984375","91.93548583984375"
"4837732","","","","","","","388","388","388","92.28571319580078","92.28571319580078","92.28571319580078"
"4838258","414","414","414","91.1421890258789","91.1421890258789","91.1421890258789","","","","","",""
"4864468","","","","","","","390","390","390","91.05211639404297","91.05211639404297","91.05211639404297"
"4868143","416","416","416","90.88507080078125","90.88507080078125","90.88507080078125","","","","","",""
"4891730","","","","","","","392","392","392","92.8290786743164","92.8290786743164","92.8290786743164"
"4895726","418","418","418","91.5745849609375","91.5745849609375","91.5745849609375","","","","","",""
"4914543","","","","","","","394","394","394","91.47659301757812","91.47659301757812","91.47659301757812"
"4919480","420","420","420","91.87898254394531","91.87898254394531","91.87898254394531","","","","","",""
"4943837","","","","","","","396","396","396","92.99065399169922","92.99065399169922","92.99065399169922"
"4948098","422","422","422","89.77590942382812","89.77590942382812","89.77590942382812","","","","","",""
"4969628","","","","","","","408","408","408","92.012451171875","92.012451171875","92.012451171875"
"4978882","424","424","424","91.56171417236328","91.56171417236328","91.56171417236328","","","","","",""
"4991567","","","","","","","410","410","410","93.29268646240234","93.29268646240234","93.29268646240234"
"5006423","426","426","426","90.88435363769531","90.88435363769531","90.88435363769531","","","","","",""
"5022416","","","","","","","412","412","412","93.33910369873047","93.33910369873047","93.33910369873047"
"5031161","428","428","428","91.09062957763672","91.09062957763672","91.09062957763672","","","","","",""
"5047049","","","","","","","414","414","414","90.16393280029297","90.16393280029297","90.16393280029297"
"5060839","430","430","430","92.25967407226562","92.25967407226562","92.25967407226562","","","","","",""
"5069572","","","","","","","416","416","416","93.12976837158203","93.12976837158203","93.12976837158203"
"5083036","432","432","432","88.70431518554688","88.70431518554688","88.70431518554688","","","","","",""
"5101132","","","","","","","418","418","418","94.96699523925781","94.96699523925781","94.96699523925781"
"5110974","434","434","434","90.36634826660156","90.36634826660156","90.36634826660156","","","","","",""
"5122689","","","","","","","420","420","420","91.19107055664062","91.19107055664062","91.19107055664062"
"5135718","436","436","436","91.84953308105469","91.84953308105469","91.84953308105469","","","","","",""
"5153633","","","","","","","422","422","422","92.21556854248047","92.21556854248047","92.21556854248047"
"5157808","438","438","438","88.79159545898438","88.79159545898438","88.79159545898438","","","","","",""
"5179656","","","","","","","424","424","424","91.08606719970703","91.08606719970703","91.08606719970703"
"5190130","440","440","440","92.34507751464844","92.34507751464844","92.34507751464844","","","","","",""
"5198925","","","","","","","426","426","426","90.79669952392578","90.79669952392578","90.79669952392578"
"5221695","","","","","","","428","428","428","91.44892883300781","91.44892883300781","91.44892883300781"
"5222603","442","442","442","92.25181579589844","92.25181579589844","92.25181579589844","","","","","",""
"5245088","444","444","444","89.80582427978516","89.80582427978516","89.80582427978516","","","","","",""
"5248720","","","","","","","430","430","430","92.19219207763672","92.19219207763672","92.19219207763672"
"5271866","446","446","446","89.7959213256836","89.7959213256836","89.7959213256836","","","","","",""
"5273810","","","","","","","432","432","432","91.4346923828125","91.4346923828125","91.4346923828125"
"5296524","448","448","448","89.33934020996094","89.33934020996094","89.33934020996094","","","","","",""
"5299897","","","","","","","434","434","434","93.50515747070312","93.50515747070312","93.50515747070312"
