"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/loss_kl_weighted","HR-PPO - regularize/loss_kl_weighted__MIN","HR-PPO - regularize/loss_kl_weighted__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/loss_kl_weighted","PPO - regularize/loss_kl_weighted__MIN","PPO - regularize/loss_kl_weighted__MAX"
"4626195","","","","","","","372","372","372","0","0","0"
"4644534","388","388","388","0.07111407816410065","0.07111407816410065","0.07111407816410065","","","","","",""
"4651782","","","","","","","374","374","374","0","0","0"
"4671101","","","","","","","376","376","376","0","0","0"
"4671605","390","390","390","0.06847480684518814","0.06847480684518814","0.06847480684518814","","","","","",""
"4695045","392","392","392","0.06048822030425072","0.06048822030425072","0.06048822030425072","","","","","",""
"4697485","","","","","","","378","378","378","0","0","0"
"4713654","394","394","394","0.062251266092061996","0.062251266092061996","0.062251266092061996","","","","","",""
"4719886","","","","","","","380","380","380","0","0","0"
"4731008","396","396","396","0.0675174817442894","0.0675174817442894","0.0675174817442894","","","","","",""
"4748148","","","","","","","382","382","382","0","0","0"
"4751864","408","408","408","0.07133680582046509","0.07133680582046509","0.07133680582046509","","","","","",""
"4777792","410","410","410","0.05799008160829544","0.05799008160829544","0.05799008160829544","","","","","",""
"4781246","","","","","","","384","384","384","0","0","0"
"4804987","412","412","412","0.055832911282777786","0.055832911282777786","0.055832911282777786","","","","","",""
"4809641","","","","","","","386","386","386","0","0","0"
"4837732","","","","","","","388","388","388","0","0","0"
"4838258","414","414","414","0.05715707689523697","0.05715707689523697","0.05715707689523697","","","","","",""
"4864468","","","","","","","390","390","390","0","0","0"
"4868143","416","416","416","0.06791813671588898","0.06791813671588898","0.06791813671588898","","","","","",""
"4891730","","","","","","","392","392","392","0","0","0"
"4895726","418","418","418","0.06337779760360718","0.06337779760360718","0.06337779760360718","","","","","",""
"4914543","","","","","","","394","394","394","0","0","0"
"4919480","420","420","420","0.06612364202737808","0.06612364202737808","0.06612364202737808","","","","","",""
"4943837","","","","","","","396","396","396","0","0","0"
"4948098","422","422","422","0.06960022449493408","0.06960022449493408","0.06960022449493408","","","","","",""
"4969628","","","","","","","408","408","408","0","0","0"
"4978882","424","424","424","0.06192806363105774","0.06192806363105774","0.06192806363105774","","","","","",""
"4991567","","","","","","","410","410","410","0","0","0"
"5006423","426","426","426","0.05169358104467392","0.05169358104467392","0.05169358104467392","","","","","",""
"5022416","","","","","","","412","412","412","0","0","0"
"5031161","428","428","428","0.062260765582323074","0.062260765582323074","0.062260765582323074","","","","","",""
"5047049","","","","","","","414","414","414","0","0","0"
"5060839","430","430","430","0.05919117107987404","0.05919117107987404","0.05919117107987404","","","","","",""
"5069572","","","","","","","416","416","416","0","0","0"
"5083036","432","432","432","0.05345636606216431","0.05345636606216431","0.05345636606216431","","","","","",""
"5101132","","","","","","","418","418","418","0","0","0"
"5110974","434","434","434","0.06044141948223114","0.06044141948223114","0.06044141948223114","","","","","",""
"5122689","","","","","","","420","420","420","0","0","0"
"5135718","436","436","436","0.07356399297714233","0.07356399297714233","0.07356399297714233","","","","","",""
"5153633","","","","","","","422","422","422","0","0","0"
"5157808","438","438","438","0.05897146463394165","0.05897146463394165","0.05897146463394165","","","","","",""
"5179656","","","","","","","424","424","424","0","0","0"
"5190130","440","440","440","0.05645690858364105","0.05645690858364105","0.05645690858364105","","","","","",""
"5198925","","","","","","","426","426","426","0","0","0"
"5221695","","","","","","","428","428","428","0","0","0"
"5222603","442","442","442","0.06748780608177185","0.06748780608177185","0.06748780608177185","","","","","",""
"5245088","444","444","444","0.05638643726706505","0.05638643726706505","0.05638643726706505","","","","","",""
"5248720","","","","","","","430","430","430","0","0","0"
"5271866","446","446","446","0.06701836735010147","0.06701836735010147","0.06701836735010147","","","","","",""
"5273810","","","","","","","432","432","432","0","0","0"
"5296524","448","448","448","0.07037285715341568","0.07037285715341568","0.07037285715341568","","","","","",""
"5299897","","","","","","","434","434","434","0","0","0"
"5326043","450","450","450","0.05720320716500282","0.05720320716500282","0.05720320716500282","","","","","",""
"5330909","","","","","","","436","436","436","0","0","0"
"5352634","","","","","","","438","438","438","0","0","0"
"5353937","452","452","452","0.051125574856996536","0.051125574856996536","0.051125574856996536","","","","","",""
"5377570","454","454","454","0.063386470079422","0.063386470079422","0.063386470079422","","","","","",""
"5380055","","","","","","","440","440","440","0","0","0"
"5402790","456","456","456","0.06103634089231491","0.06103634089231491","0.06103634089231491","","","","","",""
"5404156","","","","","","","442","442","442","0","0","0"
"5426417","","","","","","","444","444","444","0","0","0"
"5435365","458","458","458","0.05121271312236786","0.05121271312236786","0.05121271312236786","","","","","",""
"5457328","","","","","","","446","446","446","0","0","0"
"5460071","460","460","460","0.0678139179944992","0.0678139179944992","0.0678139179944992","","","","","",""
"5482977","","","","","","","448","448","448","0","0","0"
"5483273","462","462","462","0.061373304575681686","0.061373304575681686","0.061373304575681686","","","","","",""
"5505046","464","464","464","0.05904103443026543","0.05904103443026543","0.05904103443026543","","","","","",""
"5507665","","","","","","","450","450","450","0","0","0"
"5528567","466","466","466","0.06933597475290298","0.06933597475290298","0.06933597475290298","","","","","",""
"5535790","","","","","","","452","452","452","0","0","0"
"5555382","468","468","468","0.05786918103694916","0.05786918103694916","0.05786918103694916","","","","","",""
"5555423","","","","","","","454","454","454","0","0","0"
"5580346","470","470","470","0.0569571815431118","0.0569571815431118","0.0569571815431118","","","","","",""
"5588510","","","","","","","456","456","456","0","0","0"
"5609289","472","472","472","0.05183279886841774","0.05183279886841774","0.05183279886841774","","","","","",""
"5612432","","","","","","","458","458","458","0","0","0"
"5634137","474","474","474","0.061456575989723206","0.061456575989723206","0.061456575989723206","","","","","",""
"5634211","","","","","","","460","460","460","0","0","0"
"5654031","","","","","","","462","462","462","0","0","0"
"5655541","476","476","476","0.06289146095514297","0.06289146095514297","0.06289146095514297","","","","","",""
"5679587","478","478","478","0.06912022083997726","0.06912022083997726","0.06912022083997726","","","","","",""
"5682566","","","","","","","464","464","464","0","0","0"
"5705200","","","","","","","466","466","466","0","0","0"
"5706505","480","480","480","0.059624530375003815","0.059624530375003815","0.059624530375003815","","","","","",""
"5731130","482","482","482","0.06462230533361435","0.06462230533361435","0.06462230533361435","","","","","",""
"5733704","","","","","","","468","468","468","0","0","0"
"5753563","","","","","","","470","470","470","0","0","0"
"5759077","484","484","484","0.060525234788656235","0.060525234788656235","0.060525234788656235","","","","","",""
"5778690","","","","","","","472","472","472","0","0","0"
"5782982","486","486","486","0.06681731343269348","0.06681731343269348","0.06681731343269348","","","","","",""
"5803669","","","","","","","474","474","474","0","0","0"
"5804870","488","488","488","0.05426168814301491","0.05426168814301491","0.05426168814301491","","","","","",""
"5829847","","","","","","","476","476","476","0","0","0"
"5829907","490","490","490","0.057675790041685104","0.057675790041685104","0.057675790041685104","","","","","",""
"5853671","","","","","","","478","478","478","0","0","0"
"5855373","492","492","492","0.06659040600061417","0.06659040600061417","0.06659040600061417","","","","","",""
"5875672","","","","","","","480","480","480","0","0","0"
"5877660","494","494","494","0.06560306996107101","0.06560306996107101","0.06560306996107101","","","","","",""
"5897096","496","496","496","0.0527513213455677","0.0527513213455677","0.0527513213455677","","","","","",""
"5898746","","","","","","","482","482","482","0","0","0"
"5921815","","","","","","","484","484","484","0","0","0"
"5924388","498","498","498","0.0612015426158905","0.0612015426158905","0.0612015426158905","","","","","",""
"5947342","","","","","","","486","486","486","0","0","0"
"5949928","500","500","500","0.06847253441810608","0.06847253441810608","0.06847253441810608","","","","","",""
"5968765","","","","","","","488","488","488","0","0","0"
"5981279","502","502","502","0.06139112263917923","0.06139112263917923","0.06139112263917923","","","","","",""
"5995521","","","","","","","490","490","490","0","0","0"
"6006787","504","504","504","0.06333690136671066","0.06333690136671066","0.06333690136671066","","","","","",""
"6018770","","","","","","","492","492","492","0","0","0"
"6035843","506","506","506","0.0677868202328682","0.0677868202328682","0.0677868202328682","","","","","",""
"6043915","","","","","","","494","494","494","0","0","0"
"6060540","508","508","508","0.07014165073633194","0.07014165073633194","0.07014165073633194","","","","","",""
"6071966","","","","","","","496","496","496","0","0","0"
"6081244","510","510","510","0.0741940438747406","0.0741940438747406","0.0741940438747406","","","","","",""
"6100414","","","","","","","498","498","498","0","0","0"
"6108094","512","512","512","0.06345827877521515","0.06345827877521515","0.06345827877521515","","","","","",""
"6123217","","","","","","","500","500","500","0","0","0"
"6131093","514","514","514","0.05577649176120758","0.05577649176120758","0.05577649176120758","","","","","",""
"6146907","","","","","","","502","502","502","0","0","0"
"6152608","516","516","516","0.06816747784614563","0.06816747784614563","0.06816747784614563","","","","","",""
"6168507","","","","","","","504","504","504","0","0","0"
"6172765","518","518","518","0.05607665330171585","0.05607665330171585","0.05607665330171585","","","","","",""
"6193362","","","","","","","506","506","506","0","0","0"
"6197608","520","520","520","0.06797298789024353","0.06797298789024353","0.06797298789024353","","","","","",""
"6216055","","","","","","","508","508","508","0","0","0"
"6224206","522","522","522","0.06688117235898972","0.06688117235898972","0.06688117235898972","","","","","",""
"6245943","","","","","","","510","510","510","0","0","0"
"6253765","524","524","524","0.06210840865969658","0.06210840865969658","0.06210840865969658","","","","","",""
"6273961","","","","","","","512","512","512","0","0","0"
"6278734","526","526","526","0.05241140350699425","0.05241140350699425","0.05241140350699425","","","","","",""
"6301170","","","","","","","514","514","514","0","0","0"
"6307002","528","528","528","0.06058412790298462","0.06058412790298462","0.06058412790298462","","","","","",""
"6326908","","","","","","","516","516","516","0","0","0"
"6332144","530","530","530","0.06304942816495895","0.06304942816495895","0.06304942816495895","","","","","",""
"6350503","","","","","","","518","518","518","0","0","0"
"6360757","532","532","532","0.05467146635055542","0.05467146635055542","0.05467146635055542","","","","","",""
"6378176","","","","","","","520","520","520","0","0","0"
"6381930","534","534","534","0.0604792982339859","0.0604792982339859","0.0604792982339859","","","","","",""
"6407819","","","","","","","522","522","522","0","0","0"
"6413026","536","536","536","0.05505513399839401","0.05505513399839401","0.05505513399839401","","","","","",""
"6437814","","","","","","","524","524","524","0","0","0"
"6443322","538","538","538","0.05189008638262749","0.05189008638262749","0.05189008638262749","","","","","",""
"6462752","","","","","","","526","526","526","0","0","0"
"6475989","540","540","540","0.04858408123254776","0.04858408123254776","0.04858408123254776","","","","","",""
"6487263","","","","","","","528","528","528","0","0","0"
"6499511","542","542","542","0.05949586257338524","0.05949586257338524","0.05949586257338524","","","","","",""
"6509184","","","","","","","530","530","530","0","0","0"
"6520524","544","544","544","0.05709192156791687","0.05709192156791687","0.05709192156791687","","","","","",""
"6529981","","","","","","","532","532","532","0","0","0"
"6547681","546","546","546","0.05127266049385071","0.05127266049385071","0.05127266049385071","","","","","",""
"6553865","","","","","","","534","534","534","0","0","0"
"6576933","548","548","548","0.05579187721014023","0.05579187721014023","0.05579187721014023","","","","","",""
