"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/kl_div","HR-PPO - regularize/kl_div__MIN","HR-PPO - regularize/kl_div__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/kl_div","PPO - regularize/kl_div__MIN","PPO - regularize/kl_div__MAX"
"3596244","304","304","304","1.0784190893173218","1.0784190893173218","1.0784190893173218","","","","","",""
"3597555","","","","","","","292","292","292","10.5468111038208","10.5468111038208","10.5468111038208"
"3619908","306","306","306","1.2821238040924072","1.2821238040924072","1.2821238040924072","","","","","",""
"3624237","","","","","","","294","294","294","9.996448516845703","9.996448516845703","9.996448516845703"
"3650383","308","308","308","0.9772013425827026","0.9772013425827026","0.9772013425827026","","","","","",""
"3651698","","","","","","","296","296","296","10.600126266479492","10.600126266479492","10.600126266479492"
"3676763","","","","","","","298","298","298","10.42775821685791","10.42775821685791","10.42775821685791"
"3677757","310","310","310","1.2905954122543335","1.2905954122543335","1.2905954122543335","","","","","",""
"3696952","","","","","","","300","300","300","10.559661865234375","10.559661865234375","10.559661865234375"
"3698323","312","312","312","1.0581721067428589","1.0581721067428589","1.0581721067428589","","","","","",""
"3720844","314","314","314","1.0555979013442993","1.0555979013442993","1.0555979013442993","","","","","",""
"3722583","","","","","","","302","302","302","10.8434476852417","10.8434476852417","10.8434476852417"
"3747461","","","","","","","304","304","304","11.145800590515137","11.145800590515137","11.145800590515137"
"3749171","316","316","316","1.0052409172058105","1.0052409172058105","1.0052409172058105","","","","","",""
"3770218","318","318","318","1.0937420129776","1.0937420129776","1.0937420129776","","","","","",""
"3771265","","","","","","","306","306","306","11.27538013458252","11.27538013458252","11.27538013458252"
"3794407","320","320","320","0.8876649141311646","0.8876649141311646","0.8876649141311646","","","","","",""
"3795098","","","","","","","308","308","308","10.815695762634277","10.815695762634277","10.815695762634277"
"3824246","","","","","","","310","310","310","11.4506196975708","11.4506196975708","11.4506196975708"
"3825071","322","322","322","1.0938762426376343","1.0938762426376343","1.0938762426376343","","","","","",""
"3849960","","","","","","","312","312","312","10.91865348815918","10.91865348815918","10.91865348815918"
"3854203","324","324","324","0.9771203398704529","0.9771203398704529","0.9771203398704529","","","","","",""
"3878272","326","326","326","1.0052193403244019","1.0052193403244019","1.0052193403244019","","","","","",""
"3881295","","","","","","","314","314","314","11.417471885681152","11.417471885681152","11.417471885681152"
"3900993","328","328","328","0.5827562808990479","0.5827562808990479","0.5827562808990479","","","","","",""
"3910314","","","","","","","316","316","316","10.984097480773926","10.984097480773926","10.984097480773926"
"3929654","330","330","330","1.0737650394439697","1.0737650394439697","1.0737650394439697","","","","","",""
"3932318","","","","","","","318","318","318","11.38476848602295","11.38476848602295","11.38476848602295"
"3960287","332","332","332","0.9502634406089783","0.9502634406089783","0.9502634406089783","","","","","",""
"3964353","","","","","","","320","320","320","11.353887557983398","11.353887557983398","11.353887557983398"
"3984107","334","334","334","1.1292675733566284","1.1292675733566284","1.1292675733566284","","","","","",""
"3996044","","","","","","","322","322","322","11.97870922088623","11.97870922088623","11.97870922088623"
"4002680","336","336","336","1.1563972234725952","1.1563972234725952","1.1563972234725952","","","","","",""
"4022028","","","","","","","324","324","324","10.792684555053711","10.792684555053711","10.792684555053711"
"4025446","338","338","338","1.077523112297058","1.077523112297058","1.077523112297058","","","","","",""
"4047040","","","","","","","326","326","326","11.405591011047363","11.405591011047363","11.405591011047363"
"4047341","340","340","340","0.9939302802085876","0.9939302802085876","0.9939302802085876","","","","","",""
"4075367","342","342","342","1.0486598014831543","1.0486598014831543","1.0486598014831543","","","","","",""
"4075811","","","","","","","328","328","328","11.186423301696777","11.186423301696777","11.186423301696777"
"4102206","","","","","","","330","330","330","10.871505737304688","10.871505737304688","10.871505737304688"
"4107055","344","344","344","1.0641916990280151","1.0641916990280151","1.0641916990280151","","","","","",""
"4127460","346","346","346","1.0382052659988403","1.0382052659988403","1.0382052659988403","","","","","",""
"4128087","","","","","","","332","332","332","11.951172828674316","11.951172828674316","11.951172828674316"
"4155173","","","","","","","334","334","334","11.546698570251465","11.546698570251465","11.546698570251465"
"4156382","348","348","348","1.2337143421173096","1.2337143421173096","1.2337143421173096","","","","","",""
"4174876","","","","","","","336","336","336","11.6106538772583","11.6106538772583","11.6106538772583"
"4190140","350","350","350","1.0467064380645752","1.0467064380645752","1.0467064380645752","","","","","",""
"4203111","","","","","","","338","338","338","11.404149055480957","11.404149055480957","11.404149055480957"
"4214819","352","352","352","1.0828171968460083","1.0828171968460083","1.0828171968460083","","","","","",""
"4230613","","","","","","","340","340","340","11.875978469848633","11.875978469848633","11.875978469848633"
"4236251","354","354","354","1.1546375751495361","1.1546375751495361","1.1546375751495361","","","","","",""
"4256150","","","","","","","342","342","342","11.466862678527832","11.466862678527832","11.466862678527832"
"4260551","356","356","356","0.94122713804245","0.94122713804245","0.94122713804245","","","","","",""
"4282110","358","358","358","1.2153226137161255","1.2153226137161255","1.2153226137161255","","","","","",""
"4284569","","","","","","","344","344","344","11.363344192504883","11.363344192504883","11.363344192504883"
"4304486","360","360","360","1.1004260778427124","1.1004260778427124","1.1004260778427124","","","","","",""
"4310568","","","","","","","346","346","346","14.239867210388184","14.239867210388184","14.239867210388184"
"4325507","362","362","362","1.1364129781723022","1.1364129781723022","1.1364129781723022","","","","","",""
"4337214","","","","","","","348","348","348","11.479436874389648","11.479436874389648","11.479436874389648"
"4346648","364","364","364","1.1674054861068726","1.1674054861068726","1.1674054861068726","","","","","",""
"4363507","","","","","","","350","350","350","12.110702514648438","12.110702514648438","12.110702514648438"
"4367258","366","366","366","1.2153997421264648","1.2153997421264648","1.2153997421264648","","","","","",""
"4382634","","","","","","","352","352","352","11.42719841003418","11.42719841003418","11.42719841003418"
"4387721","368","368","368","1.0121079683303833","1.0121079683303833","1.0121079683303833","","","","","",""
"4406403","","","","","","","354","354","354","11.58452320098877","11.58452320098877","11.58452320098877"
"4416307","370","370","370","1.2296583652496338","1.2296583652496338","1.2296583652496338","","","","","",""
"4436181","372","372","372","1.073160171508789","1.073160171508789","1.073160171508789","","","","","",""
"4436805","","","","","","","356","356","356","11.70939826965332","11.70939826965332","11.70939826965332"
"4460066","","","","","","","358","358","358","11.404186248779297","11.404186248779297","11.404186248779297"
"4465873","374","374","374","1.1024293899536133","1.1024293899536133","1.1024293899536133","","","","","",""
"4482493","","","","","","","360","360","360","11.60102653503418","11.60102653503418","11.60102653503418"
"4495971","376","376","376","1.059714436531067","1.059714436531067","1.059714436531067","","","","","",""
"4501082","","","","","","","362","362","362","12.073080062866211","12.073080062866211","12.073080062866211"
"4518320","378","378","378","1.1190942525863647","1.1190942525863647","1.1190942525863647","","","","","",""
"4528056","","","","","","","364","364","364","11.848273277282715","11.848273277282715","11.848273277282715"
"4540447","380","380","380","1.0885214805603027","1.0885214805603027","1.0885214805603027","","","","","",""
"4547177","","","","","","","366","366","366","12.298966407775879","12.298966407775879","12.298966407775879"
"4566348","382","382","382","1.328055500984192","1.328055500984192","1.328055500984192","","","","","",""
"4574003","","","","","","","368","368","368","11.49229907989502","11.49229907989502","11.49229907989502"
"4592644","384","384","384","0.9486316442489624","0.9486316442489624","0.9486316442489624","","","","","",""
"4598877","","","","","","","370","370","370","11.863497734069824","11.863497734069824","11.863497734069824"
"4623300","386","386","386","1.153565764427185","1.153565764427185","1.153565764427185","","","","","",""
"4626195","","","","","","","372","372","372","11.835651397705078","11.835651397705078","11.835651397705078"
"4644534","388","388","388","1.1852346658706665","1.1852346658706665","1.1852346658706665","","","","","",""
"4651782","","","","","","","374","374","374","11.89277458190918","11.89277458190918","11.89277458190918"
"4671101","","","","","","","376","376","376","12.080832481384277","12.080832481384277","12.080832481384277"
"4671605","390","390","390","1.1412467956542969","1.1412467956542969","1.1412467956542969","","","","","",""
"4695045","392","392","392","1.0081369876861572","1.0081369876861572","1.0081369876861572","","","","","",""
"4697485","","","","","","","378","378","378","12.266352653503418","12.266352653503418","12.266352653503418"
"4713654","394","394","394","1.0375211238861084","1.0375211238861084","1.0375211238861084","","","","","",""
"4719886","","","","","","","380","380","380","12.207984924316406","12.207984924316406","12.207984924316406"
"4731008","396","396","396","1.125291347503662","1.125291347503662","1.125291347503662","","","","","",""
"4748148","","","","","","","382","382","382","12.483306884765625","12.483306884765625","12.483306884765625"
"4751864","408","408","408","1.1889467239379883","1.1889467239379883","1.1889467239379883","","","","","",""
"4777792","410","410","410","0.9665013551712036","0.9665013551712036","0.9665013551712036","","","","","",""
"4781246","","","","","","","384","384","384","12.246073722839355","12.246073722839355","12.246073722839355"
"4804987","412","412","412","0.9305485486984253","0.9305485486984253","0.9305485486984253","","","","","",""
"4809641","","","","","","","386","386","386","12.53808307647705","12.53808307647705","12.53808307647705"
"4837732","","","","","","","388","388","388","12.083020210266113","12.083020210266113","12.083020210266113"
"4838258","414","414","414","0.9526179432868958","0.9526179432868958","0.9526179432868958","","","","","",""
"4864468","","","","","","","390","390","390","12.295573234558105","12.295573234558105","12.295573234558105"
"4868143","416","416","416","1.1319689750671387","1.1319689750671387","1.1319689750671387","","","","","",""
"4891730","","","","","","","392","392","392","12.425596237182617","12.425596237182617","12.425596237182617"
"4895726","418","418","418","1.0562965869903564","1.0562965869903564","1.0562965869903564","","","","","",""
"4914543","","","","","","","394","394","394","11.88331127166748","11.88331127166748","11.88331127166748"
"4919480","420","420","420","1.1020606756210327","1.1020606756210327","1.1020606756210327","","","","","",""
"4943837","","","","","","","396","396","396","12.20169448852539","12.20169448852539","12.20169448852539"
"4948098","422","422","422","1.1600037813186646","1.1600037813186646","1.1600037813186646","","","","","",""
"4969628","","","","","","","408","408","408","12.218982696533203","12.218982696533203","12.218982696533203"
"4978882","424","424","424","1.0321344137191772","1.0321344137191772","1.0321344137191772","","","","","",""
"4991567","","","","","","","410","410","410","12.323321342468262","12.323321342468262","12.323321342468262"
"5006423","426","426","426","0.8615596890449524","0.8615596890449524","0.8615596890449524","","","","","",""
"5022416","","","","","","","412","412","412","12.216436386108398","12.216436386108398","12.216436386108398"
"5031161","428","428","428","1.0376794338226318","1.0376794338226318","1.0376794338226318","","","","","",""
"5047049","","","","","","","414","414","414","12.78043270111084","12.78043270111084","12.78043270111084"
"5060839","430","430","430","0.9865195155143738","0.9865195155143738","0.9865195155143738","","","","","",""
"5069572","","","","","","","416","416","416","12.525750160217285","12.525750160217285","12.525750160217285"
"5083036","432","432","432","0.8909394145011902","0.8909394145011902","0.8909394145011902","","","","","",""
"5101132","","","","","","","418","418","418","12.281264305114746","12.281264305114746","12.281264305114746"
"5110974","434","434","434","1.0073570013046265","1.0073570013046265","1.0073570013046265","","","","","",""
"5122689","","","","","","","420","420","420","12.482254981994629","12.482254981994629","12.482254981994629"
"5135718","436","436","436","1.2260665893554688","1.2260665893554688","1.2260665893554688","","","","","",""
"5153633","","","","","","","422","422","422","12.698455810546875","12.698455810546875","12.698455810546875"
"5157808","438","438","438","0.9828577637672424","0.9828577637672424","0.9828577637672424","","","","","",""
"5179656","","","","","","","424","424","424","12.00041389465332","12.00041389465332","12.00041389465332"
"5190130","440","440","440","0.940948486328125","0.940948486328125","0.940948486328125","","","","","",""
"5198925","","","","","","","426","426","426","12.277356147766113","12.277356147766113","12.277356147766113"
